date,All items,Food including alcohol and tobacco,Non-energy industrial goods,Energy,Services
Jun 2026,2.752842609216029,0.28936913555599914,0.1858063170440975,0.8017567457902208,1.4775346081067622
May 2026,3.1712685074029636,0.36096304434678195,0.22605947071067511,1.0176786985256743,1.5794709658008237
Apr 2026,3.0296970302969712,0.4671112225453836,0.20336077770062422,1.0166378063479304,1.3493441883767547
Mar 2026,2.5540472599296047,0.45504970819078355,0.13269786895040728,0.4793957229742989,1.478979382490357
Feb 2026,1.8919465803318398,0.485636693914622,0.17692841912884735,-0.2936022826192092,1.5275323403387069
Jan 2026,1.676488518593773,0.5069820723184421,0.09927495157508291,-0.37428871745419573,1.4525959761855853
Dec 2025,1.9657513425878994,0.48457812659259886,0.08668629987065687,-0.18193288990370324,1.5628091430914326
Nov 2025,2.1352313167259873,0.4623444976076544,0.129900208726768,-0.045060833083608406,1.5840198285655271
Oct 2025,2.0979020979020913,0.4808345059651293,0.15026177698270443,-0.08773479221040016,1.5420380796396753
Sep 2025,2.2271941421743087,0.5812479983576253,0.18976523566496414,-0.035989519298600135,1.4814427723177666
Aug 2025,2.0422678317415213,0.615667454526769,0.19129747417936124,-0.18624653190646057,1.4151143754432185
Jul 2025,2.0347949944043138,0.626112311015117,0.18917994463242047,-0.22382769773596067,1.4432081935549452
Jun 2025,1.9835215135794961,0.5884073235959694,0.12532927437868283,-0.24240320189742065,1.5123961312892267
May 2025,1.8960244648318039,0.6154523343295895,0.14817146844781134,-0.33452382820160903,1.4696520703933746
Apr 2025,2.1656961896005766,0.5727552664188332,0.14057749850388915,-0.334114695340502,1.8168282975619887
Mar 2025,2.1781567861913125,0.5664689798032104,0.15661617072437617,-0.09219990286546915,1.5731111578062555
Feb 2025,2.3188405797101543,0.5125304050554236,0.1465389563974236,0.017302519379844755,1.6703208544839225
Jan 2025,2.520833333333335,0.4445520671433009,0.133933797909409,0.17634522055211682,1.7819468856655274
Dec 2024,2.428645563051379,0.5091256144754732,0.13383018301830443,0.01379540709812114,1.774277357485353
Nov 2024,2.245555671067675,0.5251979090433869,0.1647470241072323,-0.20080093951849748,1.753129305719498
Oct 2024,2.005582549364207,0.5596406168047824,0.1285157810627247,-0.45925789775990705,1.766859240344719
Sep 2024,1.7487582781456927,0.466616354845491,0.11640832328106222,-0.6040813854452539,1.7571217021276628
Aug 2024,2.169625246548327,0.4566715397559958,0.10038928241453902,-0.3009408147578782,1.8462577787153214
Jul 2024,2.5884563197996076,0.4465731720147305,0.17265792733278432,0.1209500000000004,1.7886776955602588
Jun 2024,2.513034410844626,0.47180046354825056,0.16544208940231053,0.018646336633663142,1.8512915148917906
May 2024,2.56142185049659,0.5022649328681674,0.17564107196627698,0.029244689221085484,1.8529900830009693
Apr 2024,2.3739803388412426,0.5371880305602734,0.22264828973843037,-0.062021563342317246,1.6583822385479698
Mar 2024,2.4310671437592113,0.5133207186137991,0.28677337655759516,-0.17775980158351573,1.8051304918032822
Feb 2024,2.5804396304555515,0.7651717269595187,0.39759083367897374,-0.370740789105493,1.7815022539857062
Jan 2024,2.772722406594587,1.0975881129597211,0.5055373040752338,-0.6044125461254612,1.7921339840283983
Dec 2023,2.9270377096464,1.214501275934762,0.6487587620414011,-0.6833954912329532,1.7412329343971626
Nov 2023,2.3951458377687884,1.3749692703095344,0.748583950617283,-1.1728284377436955,1.7439546875000016
Oct 2023,2.90425531914894,1.4882185527502254,0.9065418474891516,-1.1447029416765864,2.000471622523924
Sep 2023,4.329051063370404,1.7590061756633129,1.0746874542220395,-0.4684050027090476,2.056040998217466
Aug 2023,5.244182235332675,1.945856417359187,1.2367391164140589,-0.33653354395093904,2.3823330737568145
Jul 2023,5.308859089909868,2.1586412916763806,1.3213738074588035,-0.6206673189823879,2.4391663317704824
Jun 2023,5.5237676056338145,2.3180864197530875,1.4477329093799693,-0.5737009345794393,2.354483794466406
May 2023,6.100942872989461,2.4915309155766967,1.5259766355140185,-0.18184930448222458,2.182705229793974
Apr 2023,6.945531819706977,2.699584437484943,1.6306985789080037,0.23577447311404262,2.255438181818183
Mar 2023,6.884139482564668,3.0864660039273417,1.7392832145171733,-0.09380028355387512,2.1987876004592453
Feb 2023,8.503283788454885,3.0005789473684206,1.7798954827280797,1.3994263598770005,2.0967924397833384
Jan 2023,8.641544545243072,2.813661338661339,1.7664329207092675,1.9335321926072178,1.8994446116448642
Dec 2022,9.204386374241718,2.876648321131027,1.7033399498309525,2.7900966577384416,1.831684405367884
Nov 2022,10.051546391752575,2.8457115286947654,1.630283717374689,3.8132363253856925,1.7643583061889256
Oct 2022,10.61426217933631,2.7435144095893893,1.6131075304176248,4.536633782483156,1.8094616813748234
Sep 2022,9.933539045810575,2.4561554192229047,1.4669297703180186,4.451728300927691,1.7762134975026145
Aug 2022,9.13318230594968,2.218949948927479,1.3604095378008836,4.222474558804587,1.572937196952203
Jul 2022,8.85379277339077,2.0510940980668293,1.1831601359003392,4.326221383975027,1.558554487550668
