date,Period,geo,Headline,Core,Goods,Services
2024-12-01,One year,US,2.551767240670379,2.79437143236426,-0.01747793410819735,3.758196065888365
2024-11-01,One year,US,2.4478029897459077,2.8210690804511764,-0.39850364931679544,3.79144638143908
2024-10-01,One year,US,2.317556271155725,2.803660565723786,-0.9851704101985914,3.8903902454718162
2024-09-01,One year,US,2.102366810284456,2.660779740086628,-1.188355157322997,3.6754753464389167
2024-08-01,One year,US,2.283305088248667,2.731117016831303,-0.8941335482026325,3.808745468669078
2024-07-01,One year,US,2.468531816448037,2.6653058492838917,-0.15078617996722957,3.7193130334000624
2024-06-01,One year,US,2.436168887781789,2.630476669179861,-0.3790546238578309,3.789893076391431
2024-05-01,One year,US,2.5670051606459157,2.6674953595995414,-0.2693450570837646,3.937894891511974
2024-04-01,One year,US,2.720680170042507,2.8850608600429575,-0.01301902513539835,4.04805945229248
2024-03-01,One year,US,2.80963254790763,2.979611847443866,0.03480985118789161,4.160812442998354
2024-02-01,One year,US,2.5904305659081612,2.9288844807270182,-0.26848086747992694,3.989883178725008
2024-01-01,One year,US,2.611611081701068,3.0648537344927966,-0.5155132927540764,4.147541661497747
2023-12-01,One year,US,2.7017896506000674,3.035639484685025,0.11899137312545709,3.974924966120442
2023-11-01,One year,US,2.7017196606355913,3.22168265353398,-0.21926199197779137,4.154515905311793
2023-10-01,One year,US,2.994291336912912,3.4423407917383817,0.30794390897386753,4.336880265852097
2023-09-01,One year,US,3.4163422135512116,3.657009628254392,0.9825584949824012,4.634008581809598
2023-08-01,One year,US,3.3871215876651752,3.781505316657704,0.7568615126754575,4.710019063757676
2023-07-01,One year,US,3.373849239683867,4.272579772850186,-0.1965935385097158,5.187641733021871
2023-06-01,One year,US,3.2615685366669256,4.366300622508218,-0.4060887334187721,5.141445315505549
2023-05-01,One year,US,3.979505288120337,4.708510320203326,1.1904343238966058,5.398917635317088
2023-04-01,One year,US,4.462536462188167,4.778422079240255,2.218870602847882,5.599681944288393
2023-03-01,One year,US,4.4231323533265146,4.771688688936913,1.972720899482637,5.672287148141062
2023-02-01,One year,US,5.209315440262926,4.863456956939151,3.6780801556630527,5.977160019557172
2023-01-01,One year,US,5.525111725899135,4.945172697074684,4.564576048951054,5.995126056313346
2022-12-01,One year,US,5.508772867823315,4.951640976870216,4.8309134434589565,5.83188885271577
2022-11-01,One year,US,6.0182943233790676,5.200736515271861,6.289651345602517,5.870436390336259
2022-10-01,One year,US,6.456506623563094,5.4599578886226725,7.363269575612671,5.9913900451844775
2022-09-01,One year,US,6.660790389560822,5.606573223779613,8.151737557501388,5.903937148468886
2022-08-01,One year,US,6.6368939117754255,5.3565554296575115,8.647033717456257,5.625609679700016
2022-07-01,One year,US,6.760009151223977,5.112688195705202,9.654034358098755,5.318069584736253
2022-06-01,One year,US,7.248868944716221,5.323449514250201,10.700866497967947,5.532348722020232
2022-05-01,One year,US,6.801375434445024,5.18579502881512,9.858692397593032,5.273311897106112
2022-04-01,One year,US,6.701538575888205,5.348259862946187,9.700432125199516,5.199847250509173
2022-03-01,One year,US,6.967075267209815,5.629665662594249,10.577187266946654,5.161567188027872
2022-02-01,One year,US,6.5914662208488695,5.64910731895151,9.564934167670112,5.103005276439557
2022-01-01,One year,US,6.309210712366729,5.406422950943112,8.78186968838527,5.070414751637173
2021-12-01,One year,US,6.179392563156407,5.244372261670949,8.512650038816009,5.00974784946733
2021-11-01,One year,US,5.972915181753397,4.938528860179202,8.246906659191927,4.835523570163316
2021-10-01,One year,US,5.3612543527486585,4.469517398312315,7.359724060482095,4.3609022556390915
2021-09-01,One year,US,4.76077147154579,4.043835096541582,6.080221244701848,4.100447963716804
2021-08-01,One year,US,4.607816030585295,3.992017864778836,5.562730904394314,4.131176262277978
2021-07-01,One year,US,4.505374698749104,3.967588179218295,5.459209335076961,4.028506846500162
2021-06-01,One year,US,4.3316416106223565,3.887841884225725,5.392463885240942,3.802245759934072
2021-05-01,One year,US,4.109167195950493,3.576698284947772,5.108577577892606,3.616074780388913
2021-04-01,One year,US,3.6747353516283576,3.158571209330884,4.107645854864533,3.4695567095657296
2021-03-01,One year,US,2.666615508575376,2.20084898084056,2.3439853777090436,2.838550958703446
2021-02-01,One year,US,1.846165619230739,1.712773680791722,0.8681281484578777,2.329708715983994
2021-01-01,One year,US,1.5935797125044306,1.6805757598958737,0.4787165221891523,2.1412107813161447
2020-12-01,One year,US,1.325893755932004,1.5164586568508978,-0.1153196142757726,2.0296768354764563
2020-11-01,One year,US,1.1545412597092914,1.4275832917034972,-0.5347061107847396,1.9814247342337217
2020-10-01,One year,US,1.144182376319556,1.386165263198363,-0.6376280237516445,2.018011534200135
2020-09-01,One year,US,1.2657495686040143,1.465250835154459,-0.41709490405818594,2.0853889943073938
2020-08-01,One year,US,1.173917237387864,1.3853964950817483,-0.4296680291097571,1.943758312749375
2020-07-01,One year,US,0.9090733627993988,1.1786492794999983,-1.058980432748778,1.8580711451921368
2020-06-01,One year,US,0.7237833868037663,0.9376207029741248,-1.5054276986756665,1.80093431213652
2020-05-01,One year,US,0.46309276357132423,0.9664219171721368,-2.252632205694095,1.7805288094146456
2020-04-01,One year,US,0.44214396284829105,0.9596668764828352,-2.0960845972997904,1.6612630189653774
2020-03-01,One year,US,1.1477747916444252,1.49236352345281,-0.9371642325599976,2.1387194537154297
2020-02-01,One year,US,1.6579796958263626,1.6714742188941694,0.26251958915184315,2.316420548984946
2020-01-01,One year,US,1.7253136933988007,1.5728589481870274,0.5312868949232645,2.2883647526391258
2019-12-01,One year,US,1.5637627676458932,1.5447510585486963,0.41126794306135694,2.107097134386394
2019-11-01,One year,US,1.3582773068303668,1.4977183197472614,-0.2413779402415717,2.108180668089497
2019-10-01,One year,US,1.2885618207515013,1.62358595627455,-0.70240003165746,2.222587920970356
2019-09-01,One year,US,1.28395399246226,1.6320140893302737,-0.6995432161152593,2.212998700517864
2019-08-01,One year,US,1.4304164057608049,1.7458045796737685,-0.43277152442776173,2.300448038253335
2019-07-01,One year,US,1.4539295260287648,1.6391192674940662,-0.37184305248440735,2.3058205178119526
2019-06-01,One year,US,1.4260651383430183,1.6569813098790662,-0.4329304537348896,2.292786159412515
2019-05-01,One year,US,1.465553604535957,1.563175476517974,-0.30273949563204033,2.2893155503444267
2019-04-01,One year,US,1.5663384627478665,1.6367788035668556,-0.21084933676499096,2.394382748692631
2019-03-01,One year,US,1.521807651392776,1.616067995148848,-0.10633751726742328,2.2786796802197338
2019-02-01,One year,US,1.400173542636272,1.74410561473547,-0.6682729012363965,2.367323655533259
2019-01-01,One year,US,1.4318323303589937,1.8444266238973532,-0.8117978643166188,2.482248520710055
2024-12-01,Six months,US,2.177587518546975,2.2754716512724427,-0.30869696564339577,3.33971362843688
2024-11-01,Six months,US,1.896527061449138,2.409651298922344,-0.9768333235826264,3.2444069825544153
2024-10-01,Six months,US,1.6311495862245673,2.355282678055448,-1.775023173231749,3.2367122995488273
2024-09-01,Six months,US,1.678095850604744,2.319811575151287,-1.217671060341485,3.037608938325742
2024-08-01,Six months,US,2.0232918594715654,2.4994063618457796,-0.6888074058506,3.3003093337501177
2024-07-01,Six months,US,2.405483091369409,2.64924415053458,0.5504512429005404,3.269365330343721
2024-06-01,Six months,US,2.9273172286989446,3.315903877754467,0.27459180879043643,4.178373181448625
2024-05-01,Six months,US,3.0020614058455797,3.234139680721304,0.1832036710429863,4.341384262795378
2024-04-01,Six months,US,3.0085988786267226,3.2540026190403415,-0.1889662342414833,4.548207173036789
2024-03-01,Six months,US,2.5284081202615383,3.0028841394199146,-1.159030554143459,4.317290541395957
2024-02-01,Six months,US,2.5439809782466405,2.9633514780469383,-1.0990351782350416,4.319684086929687
2024-01-01,Six months,US,2.531619359191617,2.6813700612340563,-0.847133182979598,4.171221172010942
2023-12-01,Six months,US,1.94736420741346,1.949596780433316,-1.0284402198254885,3.4028616097359965
2023-11-01,Six months,US,2.1337864897035264,2.103961305949875,-0.7198495268535887,3.5359658184160203
2023-10-01,Six months,US,2.4335662212905618,2.517437384289578,0.16323834427285355,3.55030438608841
2023-09-01,Six months,US,3.091628343998387,2.9563448135688786,1.243069934122509,4.004569064992292
2023-08-01,Six months,US,2.6369011939484155,2.8944290212396417,0.5690483040801997,3.661124917840497
2023-07-01,Six months,US,2.691665211063232,3.449769602584629,-0.18278428934683788,4.1238675336537245
2023-06-01,Six months,US,3.4617979526840204,4.133251521162751,1.279725770068052,4.550153191238904
2023-05-01,Six months,US,3.2728109254534177,4.351639579394084,0.2838495910473915,4.776761367114002
2023-04-01,Six months,US,3.5580858824778794,4.37558859732019,0.4528585294202969,5.129431035002074
2023-03-01,Six months,US,3.742078853805952,4.362442786099607,0.7227173852778712,5.267257489972832
2023-02-01,Six months,US,4.14282568785207,4.67622929875211,0.9450254633918354,5.7695264355125175
2023-01-01,Six months,US,4.060565038706199,5.101934342188774,-0.21040087722697945,6.26228390698651
2022-12-01,Six months,US,3.061726624248551,4.5998712852459045,-2.063842630317647,5.736081541770588
2022-11-01,Six months,US,4.691035550166278,5.066601518363889,2.1052147520765008,6.024768219101362
2022-10-01,Six months,US,5.374886288434011,5.182810281151218,4.015930061976092,6.072036317043561
2022-09-01,Six months,US,5.108656882099005,5.18253940481348,3.2382373865905034,6.07887521134336
2022-08-01,Six months,US,6.286726736087722,5.051019497231013,6.485131440799119,6.185201204039048
2022-07-01,Six months,US,7.010270419169196,4.7886448651014435,9.568037755566806,5.728639876853681
2022-06-01,Six months,US,8.013920557146449,5.304593671058755,12.211063906740115,5.927782974527163
2022-05-01,Six months,US,7.362379903603688,5.335042757819619,10.645572908312118,5.716329210148752
2022-04-01,Six months,US,7.549229248721368,5.7378357560683435,10.818329914442849,5.910805088459825
2022-03-01,Six months,US,8.235844163501627,6.032316496431167,13.2990898799086,5.729287581544074
2022-02-01,Six months,US,6.988214731522868,5.662979998924023,10.852827769336626,5.068967179053163
2022-01-01,Six months,US,6.510333160766479,5.437733582211535,9.740098456734517,4.909093637963369
2021-12-01,Six months,US,6.489236115037911,5.342308733769419,9.210994145692508,5.138390647373936
2021-11-01,Six months,US,6.243302401928319,5.036758766802341,9.07740796199812,4.832151102740601
2021-10-01,Six months,US,5.860529303580475,4.960119306337352,8.593811310335454,4.4936619288936
2021-09-01,Six months,US,5.713179212023811,5.228543869141888,7.920675769149921,4.596895206664908
2021-08-01,Six months,US,6.196188987933016,5.635236460347737,8.292003377170332,5.1370544007933505
2021-07-01,Six months,US,6.108468041572124,5.375121617632805,7.832007983537936,5.231983932478634
2021-06-01,Six months,US,5.870450539261629,5.1465268408573905,7.818771457552809,4.881262453337087
2021-05-01,Six months,US,5.70321609200346,4.840390817725004,7.422728686091218,4.838896146078864
2021-04-01,Six months,US,4.864334155649597,3.9812086491913146,6.1396612869950795,4.228311254153927
2021-03-01,Six months,US,3.816944312135173,2.8724642912291376,4.271153410824602,3.6063570035679504
2021-02-01,Six months,US,3.043200316088557,2.374360506570694,2.9022440113319448,3.1349216654845247
2021-01-01,Six months,US,2.926500989978265,2.578855671705127,3.138623137551688,2.83879322902576
2020-12-01,Six months,US,2.8151990071172195,2.6442243565206303,3.0207569020090475,2.734329972426064
2020-11-01,Six months,US,2.5391572267812412,2.3282376566392093,2.8442790047866984,2.4075161754428587
2020-10-01,Six months,US,2.498631558336162,2.342441987313393,2.1145328147931908,2.7163256974228167
2020-09-01,Six months,US,1.5290327588034949,1.5336183921387023,0.45243579232687736,2.0764349712792285
2020-08-01,Six months,US,0.6630366634707174,1.0554623115418993,-1.1257784130219497,1.530782365470218
